Дата;Время начала;Время окончания;Ср. скор. отв.;Ср. время разговора
29.04.2018;4:30;5:00;;
29.04.2018;5:00;5:30;6;50
29.04.2018;5:30;6:00;18;59
29.04.2018;6:00;6:30;5;146
29.04.2018;6:30;7:00;77;54
29.04.2018;7:00;7:30;65;113
29.04.2018;7:30;8:00;42;84
29.04.2018;8:00;8:30;179;114
29.04.2018;8:30;9:00;221;128
29.04.2018;9:00;9:30;246;122
29.04.2018;9:30;10:00;505;122
29.04.2018;10:00;10:30;222;120
29.04.2018;10:30;11:00;6;95
29.04.2018;11:00;11:30;19;104
29.04.2018;11:30;12:00;130;130
29.04.2018;12:00;12:30;281;158
29.04.2018;12:30;13:00;43;124
29.04.2018;13:00;13:30;81;129
29.04.2018;13:30;14:00;19;121
29.04.2018;14:00;14:30;102;135
29.04.2018;14:30;15:00;18;129
29.04.2018;15:00;15:30;22;115
29.04.2018;15:30;16:00;11;95
29.04.2018;16:00;16:30;34;123
29.04.2018;16:30;17:00;17;132
29.04.2018;17:00;17:30;11;93
29.04.2018;17:30;18:00;6;95
29.04.2018;18:00;18:30;32;123
29.04.2018;18:30;19:00;12;112
29.04.2018;19:00;19:30;14;167
29.04.2018;19:30;20:00;8;134
29.04.2018;20:00;20:30;30;139
29.04.2018;20:30;21:00;339;189
29.04.2018;21:00;21:30;53;171
29.04.2018;21:30;22:00;52;98
29.04.2018;22:00;22:30;44;131
29.04.2018;22:30;23:00;149;674
29.04.2018;23:00;23:30;383;181
29.04.2018;23:30;0:00;5;135
30.04.2018;0:00;0:30;;
30.04.2018;0:00;0:30;;
30.04.2018;0:00;0:30;300;556
30.04.2018;0:30;1:00;;
30.04.2018;0:30;1:00;69;139
30.04.2018;0:30;1:00;;
30.04.2018;1:00;1:30;;
30.04.2018;1:00;1:30;;
30.04.2018;1:00;1:30;;
30.04.2018;1:30;2:00;;
30.04.2018;1:30;2:00;;
30.04.2018;1:30;2:00;;
30.04.2018;2:00;2:30;;
30.04.2018;2:00;2:30;5;112
30.04.2018;2:00;2:30;;
30.04.2018;2:30;3:00;;
30.04.2018;2:30;3:00;;
30.04.2018;2:30;3:00;;
30.04.2018;3:00;3:30;;
30.04.2018;3:00;3:30;4;25
30.04.2018;3:00;3:30;;
30.04.2018;3:30;4:00;;
30.04.2018;3:30;4:00;;
30.04.2018;3:30;4:00;9;39
30.04.2018;4:00;4:30;;
30.04.2018;4:00;4:30;;
30.04.2018;4:00;4:30;;
30.04.2018;4:30;5:00;;
30.04.2018;4:30;5:00;;
30.04.2018;4:30;5:00;224;248
30.04.2018;5:00;5:30;;
30.04.2018;5:00;5:30;;
30.04.2018;5:00;5:30;4;88
30.04.2018;5:30;6:00;;
30.04.2018;5:30;6:00;;
30.04.2018;5:30;6:00;49;104
30.04.2018;6:00;6:30;;
30.04.2018;6:00;6:30;;
30.04.2018;6:00;6:30;126;106
30.04.2018;6:30;7:00;;
30.04.2018;6:30;7:00;288;114
30.04.2018;6:30;7:00;;
30.04.2018;7:00;7:30;;
30.04.2018;7:00;7:30;253;120
30.04.2018;7:00;7:30;;
30.04.2018;7:30;8:00;;
30.04.2018;7:30;8:00;;
30.04.2018;7:30;8:00;561;124
30.04.2018;7:30;8:00;;
30.04.2018;7:30;8:00;;
30.04.2018;8:00;8:30;;
30.04.2018;8:00;8:30;823;165
30.04.2018;8:00;8:30;;
30.04.2018;8:00;8:30;;
30.04.2018;8:00;8:30;;
30.04.2018;8:30;9:00;;
30.04.2018;8:30;9:00;;
30.04.2018;8:30;9:00;;
30.04.2018;8:30;9:00;496;95
30.04.2018;8:30;9:00;;
30.04.2018;9:00;9:30;191;147
30.04.2018;9:00;9:30;288;81
30.04.2018;9:00;9:30;;
30.04.2018;9:00;9:30;;
30.04.2018;9:00;9:30;;
30.04.2018;9:30;10:00;320;78
30.04.2018;9:30;10:00;;
30.04.2018;9:30;10:00;174;35
30.04.2018;9:30;10:00;;
30.04.2018;9:30;10:00;;
30.04.2018;10:00;10:30;845;44
30.04.2018;10:00;10:30;;
30.04.2018;10:00;10:30;;
30.04.2018;10:00;10:30;399;118
30.04.2018;10:00;10:30;;
30.04.2018;10:30;11:00;;
30.04.2018;10:30;11:00;;
30.04.2018;10:30;11:00;277;76
30.04.2018;10:30;11:00;;
30.04.2018;10:30;11:00;252;56
30.04.2018;11:00;11:30;135;32
30.04.2018;11:00;11:30;165;95
30.04.2018;11:00;11:30;;
30.04.2018;11:00;11:30;;
30.04.2018;11:00;11:30;;
30.04.2018;11:30;12:00;;
30.04.2018;11:30;12:00;;
30.04.2018;11:30;12:00;;
30.04.2018;11:30;12:00;286;113
30.04.2018;11:30;12:00;;
30.04.2018;12:00;12:30;;
30.04.2018;12:00;12:30;;
30.04.2018;12:00;12:30;328;93
30.04.2018;12:00;12:30;;
30.04.2018;12:00;12:30;;
30.04.2018;12:30;13:00;;
30.04.2018;12:30;13:00;;
30.04.2018;12:30;13:00;250;97
30.04.2018;12:30;13:00;330;427
30.04.2018;12:30;13:00;;
30.04.2018;13:00;13:30;;
30.04.2018;13:00;13:30;334;107
30.04.2018;13:00;13:30;176;93
30.04.2018;13:00;13:30;;
30.04.2018;13:00;13:30;;
30.04.2018;13:30;14:00;272;124
30.04.2018;13:30;14:00;;
30.04.2018;13:30;14:00;;
30.04.2018;13:30;14:00;;
30.04.2018;13:30;14:00;;
30.04.2018;14:00;14:30;376;48
30.04.2018;14:00;14:30;263;98
30.04.2018;14:00;14:30;;
30.04.2018;14:00;14:30;;
30.04.2018;14:00;14:30;;
30.04.2018;14:30;15:00;;
30.04.2018;14:30;15:00;;
30.04.2018;14:30;15:00;;
30.04.2018;14:30;15:00;;
30.04.2018;14:30;15:00;56;103
30.04.2018;15:00;15:30;23;111
30.04.2018;15:00;15:30;;
30.04.2018;15:00;15:30;;
30.04.2018;15:00;15:30;2;81
30.04.2018;15:00;15:30;;
30.04.2018;15:30;16:00;19;95
30.04.2018;15:30;16:00;;
30.04.2018;15:30;16:00;;
30.04.2018;15:30;16:00;2;29
30.04.2018;15:30;16:00;;
30.04.2018;16:00;16:30;;
30.04.2018;16:00;16:30;;
30.04.2018;16:00;16:30;314;43
30.04.2018;16:00;16:30;;
30.04.2018;16:00;16:30;83;134
30.04.2018;16:30;17:00;28;56
30.04.2018;16:30;17:00;;
30.04.2018;16:30;17:00;;
30.04.2018;16:30;17:00;;
30.04.2018;16:30;17:00;22;141
30.04.2018;17:00;17:30;13;110
30.04.2018;17:00;17:30;;
30.04.2018;17:00;17:30;;
30.04.2018;17:00;17:30;;
30.04.2018;17:00;17:30;;
30.04.2018;17:30;18:00;24;32
30.04.2018;17:30;18:00;5;62
30.04.2018;17:30;18:00;;
30.04.2018;17:30;18:00;;
30.04.2018;17:30;18:00;9;118
30.04.2018;18:00;18:30;12;155
30.04.2018;18:00;18:30;2;44
30.04.2018;18:00;18:30;;
30.04.2018;18:00;18:30;;
30.04.2018;18:00;18:30;1;76
30.04.2018;18:30;19:00;6;98
30.04.2018;18:30;19:00;;
30.04.2018;18:30;19:00;5;180
30.04.2018;18:30;19:00;;
30.04.2018;18:30;19:00;13;31
30.04.2018;19:00;19:30;;
30.04.2018;19:00;19:30;8;25
30.04.2018;19:00;19:30;;
30.04.2018;19:00;19:30;;
30.04.2018;19:00;19:30;4;157
30.04.2018;19:30;20:00;24;132
30.04.2018;19:30;20:00;3;77
30.04.2018;19:30;20:00;;
30.04.2018;19:30;20:00;70;143
30.04.2018;19:30;20:00;;
30.04.2018;20:00;20:30;;
30.04.2018;20:00;20:30;23;147
30.04.2018;20:00;20:30;;
30.04.2018;20:00;20:30;9;219
30.04.2018;20:00;20:30;;
30.04.2018;20:30;21:00;;
30.04.2018;20:30;21:00;110;164
30.04.2018;20:30;21:00;10;115
30.04.2018;21:00;21:30;;
30.04.2018;21:00;21:30;34;165
30.04.2018;21:00;21:30;10;73
30.04.2018;21:30;22:00;5;54
30.04.2018;21:30;22:00;;
30.04.2018;21:30;22:00;29;175
30.04.2018;22:00;22:30;32;163
30.04.2018;22:00;22:30;;
30.04.2018;22:00;22:30;;
30.04.2018;22:30;23:00;79;85
30.04.2018;22:30;23:00;;
30.04.2018;22:30;23:00;3;228
30.04.2018;23:00;23:30;;
30.04.2018;23:00;23:30;;
30.04.2018;23:00;23:30;177;417
30.04.2018;23:30;0:00;40;130
30.04.2018;23:30;0:00;513;175
30.04.2018;23:30;0:00;;
01.05.2018;0:00;0:30;;
01.05.2018;0:00;0:30;;
01.05.2018;0:00;0:30;;
01.05.2018;0:30;1:00;;
01.05.2018;0:30;1:00;;
01.05.2018;0:30;1:00;10;87
01.05.2018;1:00;1:30;;
01.05.2018;1:00;1:30;;
01.05.2018;1:00;1:30;;
01.05.2018;1:30;2:00;;
01.05.2018;1:30;2:00;;
01.05.2018;1:30;2:00;;
01.05.2018;2:00;2:30;;
01.05.2018;2:00;2:30;6;80
01.05.2018;2:00;2:30;;
01.05.2018;2:30;3:00;;
01.05.2018;2:30;3:00;9;110
01.05.2018;2:30;3:00;;
01.05.2018;3:00;3:30;;
01.05.2018;3:00;3:30;;
01.05.2018;3:00;3:30;;
01.05.2018;3:30;4:00;;
01.05.2018;3:30;4:00;;
01.05.2018;3:30;4:00;;
01.05.2018;4:00;4:30;;
01.05.2018;4:00;4:30;;
01.05.2018;4:00;4:30;13;21
01.05.2018;4:30;5:00;;
01.05.2018;4:30;5:00;;
01.05.2018;4:30;5:00;21;142
01.05.2018;5:00;5:30;;
01.05.2018;5:00;5:30;;
01.05.2018;5:00;5:30;56;99
01.05.2018;5:30;6:00;;
01.05.2018;5:30;6:00;;
01.05.2018;5:30;6:00;8;67
01.05.2018;6:00;6:30;;
01.05.2018;6:00;6:30;6;79
01.05.2018;6:00;6:30;;
01.05.2018;6:30;7:00;7;37
01.05.2018;6:30;7:00;8;67
01.05.2018;6:30;7:00;;
01.05.2018;7:00;7:30;42;83
01.05.2018;7:00;7:30;;
01.05.2018;7:00;7:30;7;71
01.05.2018;7:30;8:00;107;125
01.05.2018;7:30;8:00;;
01.05.2018;7:30;8:00;;
01.05.2018;8:00;8:30;106;83
01.05.2018;8:00;8:30;1017;70
01.05.2018;8:00;8:30;260;56
01.05.2018;8:00;8:30;;
01.05.2018;8:00;8:30;;
01.05.2018;8:30;9:00;2;213
01.05.2018;8:30;9:00;;
01.05.2018;8:30;9:00;5;118
01.05.2018;8:30;9:00;;
01.05.2018;8:30;9:00;3;92
01.05.2018;9:00;9:30;;
01.05.2018;9:00;9:30;;
01.05.2018;9:00;9:30;4;236
01.05.2018;9:00;9:30;2;37
01.05.2018;9:00;9:30;4;107
01.05.2018;9:30;10:00;;
01.05.2018;9:30;10:00;8;115
01.05.2018;9:30;10:00;;
01.05.2018;9:30;10:00;;
01.05.2018;9:30;10:00;49;190
01.05.2018;10:00;10:30;1;177
01.05.2018;10:00;10:30;;
01.05.2018;10:00;10:30;;
01.05.2018;10:00;10:30;39;108
01.05.2018;10:00;10:30;;
01.05.2018;10:30;11:00;;
01.05.2018;10:30;11:00;3;107
01.05.2018;10:30;11:00;;
01.05.2018;10:30;11:00;;
01.05.2018;10:30;11:00;5;69
01.05.2018;11:00;11:30;3;54
01.05.2018;11:00;11:30;;
01.05.2018;11:00;11:30;15;119
01.05.2018;11:00;11:30;;
01.05.2018;11:00;11:30;3;147
01.05.2018;11:30;12:00;;
01.05.2018;11:30;12:00;;
01.05.2018;11:30;12:00;3;41
01.05.2018;11:30;12:00;5;70
01.05.2018;11:30;12:00;4;128
01.05.2018;12:00;12:30;;
01.05.2018;12:00;12:30;;
01.05.2018;12:00;12:30;;
01.05.2018;12:00;12:30;3;318
01.05.2018;12:00;12:30;4;106
01.05.2018;12:30;13:00;;
01.05.2018;12:30;13:00;;
01.05.2018;12:30;13:00;;
01.05.2018;12:30;13:00;;
01.05.2018;12:30;13:00;4;135
01.05.2018;13:00;13:30;;
01.05.2018;13:00;13:30;8;106
01.05.2018;13:00;13:30;;
01.05.2018;13:00;13:30;;
01.05.2018;13:00;13:30;4;30
01.05.2018;13:30;14:00;3;68
01.05.2018;13:30;14:00;;
01.05.2018;13:30;14:00;5;160
01.05.2018;13:30;14:00;;
01.05.2018;13:30;14:00;;
01.05.2018;14:00;14:30;7;98
01.05.2018;14:00;14:30;;
01.05.2018;14:00;14:30;;
01.05.2018;14:00;14:30;5;22
01.05.2018;14:00;14:30;5;21
01.05.2018;14:30;15:00;;
01.05.2018;14:30;15:00;5;162
01.05.2018;14:30;15:00;;
01.05.2018;14:30;15:00;15;98
01.05.2018;14:30;15:00;;
01.05.2018;15:00;15:30;11;127
01.05.2018;15:00;15:30;;
01.05.2018;15:00;15:30;;
01.05.2018;15:00;15:30;;
01.05.2018;15:00;15:30;;
01.05.2018;15:30;16:00;;
01.05.2018;15:30;16:00;3;56
01.05.2018;15:30;16:00;3;93
01.05.2018;15:30;16:00;;
01.05.2018;15:30;16:00;3;69
01.05.2018;16:00;16:30;;
01.05.2018;16:00;16:30;;
01.05.2018;16:00;16:30;4;122
01.05.2018;16:00;16:30;;
01.05.2018;16:00;16:30;1;82
01.05.2018;16:30;17:00;4;117
01.05.2018;16:30;17:00;;
01.05.2018;16:30;17:00;4;58
01.05.2018;16:30;17:00;;
01.05.2018;16:30;17:00;;
01.05.2018;17:00;17:30;2;21
01.05.2018;17:00;17:30;;
01.05.2018;17:00;17:30;5;98
01.05.2018;17:00;17:30;;
01.05.2018;17:00;17:30;;
01.05.2018;17:30;18:00;;
01.05.2018;17:30;18:00;10;125
01.05.2018;17:30;18:00;;
01.05.2018;17:30;18:00;;
01.05.2018;17:30;18:00;;
01.05.2018;18:00;18:30;2;30
01.05.2018;18:00;18:30;;
01.05.2018;18:00;18:30;;
01.05.2018;18:00;18:30;8;52
01.05.2018;18:00;18:30;5;110
01.05.2018;18:30;19:00;4;157
01.05.2018;18:30;19:00;6;59
01.05.2018;18:30;19:00;;
01.05.2018;18:30;19:00;;
01.05.2018;18:30;19:00;;
01.05.2018;19:00;19:30;;
01.05.2018;19:00;19:30;;
01.05.2018;19:00;19:30;4;86
01.05.2018;19:00;19:30;;
01.05.2018;19:00;19:30;;
01.05.2018;19:30;20:00;2;24
01.05.2018;19:30;20:00;;
01.05.2018;19:30;20:00;7;186
01.05.2018;19:30;20:00;3;176
01.05.2018;19:30;20:00;;
01.05.2018;20:00;20:30;4;283
01.05.2018;20:00;20:30;;
01.05.2018;20:00;20:30;;
01.05.2018;20:00;20:30;5;84
01.05.2018;20:00;20:30;3;132
01.05.2018;20:30;21:00;;
01.05.2018;20:30;21:00;;
01.05.2018;20:30;21:00;58;115
01.05.2018;20:30;21:00;;
01.05.2018;20:30;21:00;;
01.05.2018;21:00;21:30;;
01.05.2018;21:00;21:30;34;185
01.05.2018;21:00;21:30;106;74
01.05.2018;21:30;22:00;20;132
01.05.2018;21:30;22:00;;
01.05.2018;21:30;22:00;;
01.05.2018;22:00;22:30;;
01.05.2018;22:00;22:30;3;363
01.05.2018;22:00;22:30;;
01.05.2018;22:30;23:00;;
01.05.2018;22:30;23:00;;
01.05.2018;22:30;23:00;68;42
01.05.2018;23:00;23:30;48;137
01.05.2018;23:00;23:30;;
01.05.2018;23:00;23:30;;
01.05.2018;23:30;0:00;;
01.05.2018;23:30;0:00;;
01.05.2018;23:30;0:00;;
02.05.2018;0:00;0:30;;
02.05.2018;0:00;0:30;;
02.05.2018;0:00;0:30;7;68
02.05.2018;0:30;1:00;;
02.05.2018;0:30;1:00;;
02.05.2018;0:30;1:00;;
02.05.2018;1:00;1:30;;
02.05.2018;1:00;1:30;8;101
02.05.2018;1:00;1:30;;
02.05.2018;1:30;2:00;;
02.05.2018;1:30;2:00;;
02.05.2018;1:30;2:00;;
02.05.2018;2:00;2:30;;
02.05.2018;2:00;2:30;;
02.05.2018;2:00;2:30;11;354
02.05.2018;2:30;3:00;;
02.05.2018;2:30;3:00;6;39
02.05.2018;2:30;3:00;;
02.05.2018;3:00;3:30;;
02.05.2018;3:00;3:30;;
02.05.2018;3:00;3:30;5;193
02.05.2018;3:30;4:00;66;145
02.05.2018;3:30;4:00;;
02.05.2018;3:30;4:00;;
02.05.2018;4:00;4:30;;
02.05.2018;4:00;4:30;4;48
02.05.2018;4:00;4:30;;
02.05.2018;4:30;5:00;4;105
02.05.2018;4:30;5:00;;
02.05.2018;4:30;5:00;;
02.05.2018;5:00;5:30;;
02.05.2018;5:00;5:30;5;51
02.05.2018;5:00;5:30;;
02.05.2018;5:30;6:00;;
02.05.2018;5:30;6:00;;
02.05.2018;5:30;6:00;5;334
02.05.2018;6:00;6:30;3;104
02.05.2018;6:00;6:30;;
02.05.2018;6:00;6:30;;
02.05.2018;6:30;7:00;;
02.05.2018;6:30;7:00;32;94
02.05.2018;6:30;7:00;;
02.05.2018;7:00;7:30;;
02.05.2018;7:00;7:30;19;67
02.05.2018;7:00;7:30;4;112
02.05.2018;7:30;8:00;;
02.05.2018;7:30;8:00;;
02.05.2018;7:30;8:00;138;113
02.05.2018;7:30;8:00;;
02.05.2018;7:30;8:00;;
02.05.2018;8:00;8:30;3;44
02.05.2018;8:00;8:30;;
02.05.2018;8:00;8:30;;
02.05.2018;8:00;8:30;;
02.05.2018;8:00;8:30;54;95
02.05.2018;8:30;9:00;;
02.05.2018;8:30;9:00;;
02.05.2018;8:30;9:00;69;72
02.05.2018;8:30;9:00;94;173
02.05.2018;8:30;9:00;;
02.05.2018;9:00;9:30;13;84
02.05.2018;9:00;9:30;13;36
02.05.2018;9:00;9:30;;
02.05.2018;9:00;9:30;2;123
02.05.2018;9:00;9:30;;
02.05.2018;9:30;10:00;;
02.05.2018;9:30;10:00;;
02.05.2018;9:30;10:00;9;32
02.05.2018;9:30;10:00;144;225
02.05.2018;9:30;10:00;40;85
02.05.2018;10:00;10:30;;
02.05.2018;10:00;10:30;;
02.05.2018;10:00;10:30;13;89
02.05.2018;10:00;10:30;2;102
02.05.2018;10:00;10:30;;
02.05.2018;10:30;11:00;2;56
02.05.2018;10:30;11:00;6;64
02.05.2018;10:30;11:00;;
02.05.2018;10:30;11:00;;
02.05.2018;10:30;11:00;14;117
02.05.2018;11:00;11:30;;
02.05.2018;11:00;11:30;5;86
02.05.2018;11:00;11:30;;
02.05.2018;11:00;11:30;;
02.05.2018;11:00;11:30;;
02.05.2018;11:30;12:00;11;89
02.05.2018;11:30;12:00;;
02.05.2018;11:30;12:00;4;189
02.05.2018;11:30;12:00;;
02.05.2018;11:30;12:00;;
02.05.2018;12:00;12:30;26;94
02.05.2018;12:00;12:30;12;87
02.05.2018;12:00;12:30;70;162
02.05.2018;12:00;12:30;;
02.05.2018;12:00;12:30;;
02.05.2018;12:30;13:00;56;92
02.05.2018;12:30;13:00;;
02.05.2018;12:30;13:00;;
02.05.2018;12:30;13:00;;
02.05.2018;12:30;13:00;11;88
02.05.2018;13:00;13:30;;
02.05.2018;13:00;13:30;3;38
02.05.2018;13:00;13:30;;
02.05.2018;13:00;13:30;;
02.05.2018;13:00;13:30;43;116
02.05.2018;13:30;14:00;;
02.05.2018;13:30;14:00;85;108
02.05.2018;13:30;14:00;;
02.05.2018;13:30;14:00;;
02.05.2018;13:30;14:00;;
02.05.2018;14:00;14:30;97;49
02.05.2018;14:00;14:30;32;164
02.05.2018;14:00;14:30;;
02.05.2018;14:00;14:30;34;144
02.05.2018;14:00;14:30;;
02.05.2018;14:30;15:00;;
02.05.2018;14:30;15:00;4;81
02.05.2018;14:30;15:00;4;142
02.05.2018;14:30;15:00;3;568
02.05.2018;14:30;15:00;;
02.05.2018;15:00;15:30;4;89
02.05.2018;15:00;15:30;;
02.05.2018;15:00;15:30;3;57
02.05.2018;15:00;15:30;;
02.05.2018;15:00;15:30;2;83
02.05.2018;15:30;16:00;;
02.05.2018;15:30;16:00;3;292
02.05.2018;15:30;16:00;;
02.05.2018;15:30;16:00;5;87
02.05.2018;15:30;16:00;;
02.05.2018;16:00;16:30;3;43
02.05.2018;16:00;16:30;;
02.05.2018;16:00;16:30;;
02.05.2018;16:00;16:30;9;140
02.05.2018;16:00;16:30;3;211
02.05.2018;16:30;17:00;7;122
02.05.2018;16:30;17:00;145;313
02.05.2018;16:30;17:00;;
02.05.2018;16:30;17:00;;
02.05.2018;16:30;17:00;;
02.05.2018;17:00;17:30;6;42
02.05.2018;17:00;17:30;4;116
02.05.2018;17:00;17:30;;
02.05.2018;17:00;17:30;;
02.05.2018;17:00;17:30;;
02.05.2018;17:30;18:00;6;128
02.05.2018;17:30;18:00;;
02.05.2018;17:30;18:00;;
02.05.2018;17:30;18:00;4;38
02.05.2018;17:30;18:00;;
02.05.2018;18:00;18:30;6;155
02.05.2018;18:00;18:30;;
02.05.2018;18:00;18:30;;
02.05.2018;18:00;18:30;3;80
02.05.2018;18:00;18:30;4;128
02.05.2018;18:30;19:00;4;265
02.05.2018;18:30;19:00;4;129
02.05.2018;18:30;19:00;;
02.05.2018;18:30;19:00;;
02.05.2018;18:30;19:00;3;67
02.05.2018;19:00;19:30;;
02.05.2018;19:00;19:30;;
02.05.2018;19:00;19:30;;
02.05.2018;19:00;19:30;5;120
02.05.2018;19:00;19:30;3;171
02.05.2018;19:30;20:00;3;206
02.05.2018;19:30;20:00;;
02.05.2018;19:30;20:00;;
02.05.2018;19:30;20:00;;
02.05.2018;19:30;20:00;5;136
02.05.2018;20:00;20:30;;
02.05.2018;20:00;20:30;;
02.05.2018;20:00;20:30;4;116
02.05.2018;20:00;20:30;;
02.05.2018;20:00;20:30;;
02.05.2018;20:30;21:00;;
02.05.2018;20:30;21:00;;
02.05.2018;20:30;21:00;61;179
02.05.2018;20:30;21:00;;
02.05.2018;20:30;21:00;;
02.05.2018;21:00;21:30;5;74
02.05.2018;21:00;21:30;;
02.05.2018;21:00;21:30;;
02.05.2018;21:00;21:30;;
02.05.2018;21:00;21:30;;
02.05.2018;21:30;22:00;;
02.05.2018;21:30;22:00;6;114
02.05.2018;21:30;22:00;;
02.05.2018;21:30;22:00;;
02.05.2018;21:30;22:00;4;94
02.05.2018;22:00;22:30;;
02.05.2018;22:00;22:30;16;284
02.05.2018;22:00;22:30;;
02.05.2018;22:00;22:30;;
02.05.2018;22:00;22:30;;
02.05.2018;22:30;23:00;;
02.05.2018;22:30;23:00;4;154
02.05.2018;22:30;23:00;;
02.05.2018;22:30;23:00;;
02.05.2018;22:30;23:00;3;150
02.05.2018;23:00;23:30;;
02.05.2018;23:00;23:30;;
02.05.2018;23:00;23:30;;
02.05.2018;23:00;23:30;6;76
02.05.2018;23:00;23:30;;
02.05.2018;23:30;0:00;;
02.05.2018;23:30;0:00;;
02.05.2018;23:30;0:00;;
02.05.2018;23:30;0:00;;
02.05.2018;23:30;0:00;;
03.05.2018;0:00;0:30;32;73
03.05.2018;0:00;0:30;;
03.05.2018;0:00;0:30;;
03.05.2018;0:00;0:30;;
03.05.2018;0:00;0:30;;
03.05.2018;0:30;1:00;;
03.05.2018;0:30;1:00;;
03.05.2018;0:30;1:00;;
03.05.2018;0:30;1:00;;
03.05.2018;0:30;1:00;3;103
03.05.2018;1:00;1:30;;
03.05.2018;1:00;1:30;;
03.05.2018;1:00;1:30;;
03.05.2018;1:00;1:30;;
03.05.2018;1:00;1:30;;
03.05.2018;1:30;2:00;;
03.05.2018;1:30;2:00;;
03.05.2018;1:30;2:00;6;44
03.05.2018;1:30;2:00;;
03.05.2018;1:30;2:00;;
03.05.2018;2:00;2:30;;
03.05.2018;2:00;2:30;;
03.05.2018;2:00;2:30;;
03.05.2018;2:00;2:30;;
03.05.2018;2:00;2:30;;
03.05.2018;2:30;3:00;;
03.05.2018;2:30;3:00;;
03.05.2018;2:30;3:00;;
03.05.2018;2:30;3:00;;
03.05.2018;2:30;3:00;;
03.05.2018;3:00;3:30;;
03.05.2018;3:00;3:30;3;131
03.05.2018;3:00;3:30;;
03.05.2018;3:00;3:30;;
03.05.2018;3:00;3:30;;
03.05.2018;3:30;4:00;;
03.05.2018;3:30;4:00;4;178
03.05.2018;3:30;4:00;;
03.05.2018;3:30;4:00;;
03.05.2018;3:30;4:00;;
03.05.2018;4:00;4:30;;
03.05.2018;4:00;4:30;;
03.05.2018;4:00;4:30;;
03.05.2018;4:00;4:30;;
03.05.2018;4:00;4:30;;
03.05.2018;4:30;5:00;;
03.05.2018;4:30;5:00;;
03.05.2018;4:30;5:00;;
03.05.2018;4:30;5:00;5;107
03.05.2018;4:30;5:00;;
03.05.2018;5:00;5:30;8;65
03.05.2018;5:00;5:30;;
03.05.2018;5:00;5:30;;
03.05.2018;5:00;5:30;;
03.05.2018;5:00;5:30;;
03.05.2018;5:30;6:00;;
03.05.2018;5:30;6:00;;
03.05.2018;5:30;6:00;;
03.05.2018;5:30;6:00;;
03.05.2018;5:30;6:00;65;146
03.05.2018;6:00;6:30;;
03.05.2018;6:00;6:30;7;99
03.05.2018;6:00;6:30;;
03.05.2018;6:00;6:30;;
03.05.2018;6:00;6:30;;
03.05.2018;6:30;7:00;;
03.05.2018;6:30;7:00;;
03.05.2018;6:30;7:00;;
03.05.2018;6:30;7:00;;
03.05.2018;6:30;7:00;75;148
03.05.2018;7:00;7:30;;
03.05.2018;7:00;7:30;;
03.05.2018;7:00;7:30;7;68
03.05.2018;7:00;7:30;;
03.05.2018;7:00;7:30;;
03.05.2018;7:30;8:00;;
03.05.2018;7:30;8:00;25;96
03.05.2018;7:30;8:00;;
03.05.2018;7:30;8:00;13;93
03.05.2018;7:30;8:00;;
03.05.2018;8:00;8:30;4;23
03.05.2018;8:00;8:30;;
03.05.2018;8:00;8:30;2;43
03.05.2018;8:00;8:30;;
03.05.2018;8:00;8:30;20;123
03.05.2018;8:30;9:00;;
03.05.2018;8:30;9:00;4;21
03.05.2018;8:30;9:00;;
03.05.2018;8:30;9:00;;
03.05.2018;8:30;9:00;4;135
03.05.2018;9:00;9:30;3;36
03.05.2018;9:00;9:30;7;53
03.05.2018;9:00;9:30;6;127
03.05.2018;9:00;9:30;5;154
03.05.2018;9:00;9:30;;
03.05.2018;9:30;10:00;7;144
03.05.2018;9:30;10:00;5;180
03.05.2018;9:30;10:00;4;78
03.05.2018;9:30;10:00;5;205
03.05.2018;9:30;10:00;;
03.05.2018;10:00;10:30;2;571
03.05.2018;10:00;10:30;4;144
03.05.2018;10:00;10:30;;
03.05.2018;10:00;10:30;2;124
03.05.2018;10:00;10:30;5;236
03.05.2018;10:30;11:00;4;143
03.05.2018;10:30;11:00;11;234
03.05.2018;10:30;11:00;;
03.05.2018;10:30;11:00;7;64
03.05.2018;10:30;11:00;;
03.05.2018;11:00;11:30;4;226
03.05.2018;11:00;11:30;;
03.05.2018;11:00;11:30;4;97
03.05.2018;11:00;11:30;;
03.05.2018;11:00;11:30;4;137
03.05.2018;11:30;12:00;10;18
03.05.2018;11:30;12:00;;
03.05.2018;11:30;12:00;2;41
03.05.2018;11:30;12:00;6;163
03.05.2018;11:30;12:00;4;138
03.05.2018;12:00;12:30;5;70
03.05.2018;12:00;12:30;2;30
03.05.2018;12:00;12:30;4;112
03.05.2018;12:00;12:30;;
03.05.2018;12:00;12:30;5;46
03.05.2018;12:30;13:00;;
03.05.2018;12:30;13:00;;
03.05.2018;12:30;13:00;7;104
03.05.2018;12:30;13:00;6;354
03.05.2018;12:30;13:00;4;164
03.05.2018;13:00;13:30;6;151
03.05.2018;13:00;13:30;4;27
03.05.2018;13:00;13:30;;
03.05.2018;13:00;13:30;10;223
03.05.2018;13:00;13:30;19;96
03.05.2018;13:30;14:00;5;128
03.05.2018;13:30;14:00;12;169
03.05.2018;13:30;14:00;8;123
03.05.2018;13:30;14:00;3;178
03.05.2018;13:30;14:00;;
03.05.2018;14:00;14:30;3;172
03.05.2018;14:00;14:30;7;212
